"","dependent.var","dependent.var.value","independent.var","independent.var.value","repeat.var","repeat.var.value","numbers"
"36","educ_5_ecole_acces_1","financier","total","total","admin_2","Paoua",0.184
"37","educ_5_ecole_acces_1","financier","total","total","admin_2","Dekoa",0.19
"38","educ_5_ecole_acces_1","financier","total","total","admin_2","Mala",0.191
"39","educ_5_ecole_acces_1","financier","total","total","admin_2","Bria",0.178
"40","educ_5_ecole_acces_1","non_fonct","total","total","admin_2","Bakouma",0.269
"41","educ_5_ecole_acces_1","financier","total","total","admin_2","Boali",0.231
"42","educ_5_ecole_acces_1","autre","total","total","admin_2","Bamingui",0.226
"43","educ_5_ecole_acces_1","autre","total","total","admin_2","Baoro",0.214
"44","educ_5_ecole_acces_1","financier","total","total","admin_2","Mbaiki",0.228
"45","educ_5_ecole_acces_1","financier","total","total","admin_2","Zangba",0.165
"46","educ_5_ecole_acces_1","financier","total","total","admin_2","Zemio",0.178
"47","educ_5_ecole_acces_1","aucune","total","total","admin_2","Batangafo",0.215
"48","educ_5_ecole_acces_1","financier","total","total","admin_2","Yaloke",0.277
"49","educ_5_ecole_acces_1","financier","total","total","admin_2","Bossembele",0.274
"50","educ_5_ecole_acces_1","financier","total","total","admin_2","Carnot",0.174
"51","educ_5_ecole_acces_1","manque_staff","total","total","admin_2","Gadzi",0.199
"52","educ_5_ecole_acces_1","manque_staff","total","total","admin_2","Gamboula",0.264
"53","educ_5_ecole_acces_1","financier","total","total","admin_2","Bambio",0.203
"54","educ_5_ecole_acces_1","manque_staff","total","total","admin_2","Boganda",0.189
"55","educ_5_ecole_acces_1","financier","total","total","admin_2","Kembe",0.208
"56","educ_5_ecole_acces_1","acces_dangereux","total","total","admin_2","Satema",0.197
"57","educ_5_ecole_acces_1","financier","total","total","admin_2","Markounda",0.369
"58","educ_5_ecole_acces_1","financier","total","total","admin_2","Mongoumba",0.245
"59","educ_5_ecole_acces_1","financier","total","total","admin_2","Dede_Mokouba",0.209
"60","educ_5_ecole_acces_1","autre","total","total","admin_2","Sosso_Nakombo",0.248
"61","educ_5_ecole_acces_1","financier","total","total","admin_2","Nola",0.185
"62","educ_5_ecole_acces_1","financier","total","total","admin_2","Boganangone",0.251
"63","educ_5_ecole_acces_1","financier","total","total","admin_2","Boda",0.349
"64","educ_5_ecole_acces_1","aucune","total","total","admin_2","Amada_Gaza",0.187
"65","educ_5_ecole_acces_1","aucune","total","total","admin_2","Bayanga",0.211
"66","educ_5_ecole_acces_1","manque_staff","total","total","admin_2","Bogangolo",0.169
"67","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Ndele",0.237
"68","wash_22_wash_reponse_1","prov_infra_eau","total","total","admin_2","Bouca",0.185
"69","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Alindao",0.227
"70","wash_22_wash_reponse_1","cash_infra","total","total","admin_2","Birao",0.192
"71","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Bangui",0.154
"72","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Mobaye",0.26
"73","wash_22_wash_reponse_1","cash_hygiene","total","total","admin_2","Bambari",0.213
"74","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Bouar",0.219
"75","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Bocaranga",0.216
"76","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Bossangoa",0.265
"77","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Kaga_Bandoro",0.279
"78","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Koui",0.228
"79","wash_22_wash_reponse_1","prov_infra_eau","total","total","admin_2","Bakala",0.207
"80","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Bangassou",0.297
"81","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Nana_Bakassa",0.247
"82","wash_22_wash_reponse_1","cash_hygiene","total","total","admin_2","Rafai",0.254
"83","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Ngaoundaye",0.225
"84","wash_22_wash_reponse_1","prov_infra_eau","total","total","admin_2","Ippy",0.191
"85","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Berberati",0.265
"86","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Mbres",0.269
"87","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Bimbo",0.215
"88","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Grimari",0.193
"89","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Sibut",0.175
"90","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Ndjoukou",0.214
"91","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Baboua",0.192
"92","wash_22_wash_reponse_1","cash_infra","total","total","admin_2","Abba",0.213
"93","wash_22_wash_reponse_1","prov_infra_eau","total","total","admin_2","Obo",0.187
"94","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Kabo",0.271
"95","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Kouango",0.259
"96","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Ouango",0.295
"97","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Gambo",0.325
"98","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Nangha_Boguila",0.251
"99","wash_22_wash_reponse_1","cash_infra","total","total","admin_2","Damara",0.169
"100","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Bozoum",0.194
"101","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Bossemtele",0.199
"102","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Paoua",0.207
"103","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Dekoa",0.172
"104","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Mala",0.202
"105","wash_22_wash_reponse_1","cash_infra","total","total","admin_2","Bria",0.179
"106","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Bakouma",0.292
"107","wash_22_wash_reponse_1","prov_infra_eau","total","total","admin_2","Boali",0.177
"108","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Bamingui",0.289
"109","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Baoro",0.235
"110","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Mbaiki",0.201
"111","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Zangba",0.274
"112","wash_22_wash_reponse_1","cash_hygiene","total","total","admin_2","Zemio",0.206
"113","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Batangafo",0.237
"114","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Yaloke",0.201
"115","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Bossembele",0.216
"116","wash_22_wash_reponse_1","prov_recipient","total","total","admin_2","Carnot",0.207
"117","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Gadzi",0.301
"118","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Gamboula",0.267
"119","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Bambio",0.274
"120","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Boganda",0.291
"121","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Kembe",0.227
"122","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Satema",0.23
"123","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Markounda",0.288
"124","wash_22_wash_reponse_1","cash_infra","total","total","admin_2","Mongoumba",0.222
"125","wash_22_wash_reponse_1","cash_infra","total","total","admin_2","Dede_Mokouba",0.272
"126","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Sosso_Nakombo",0.28
"127","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Nola",0.243
"128","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Boganangone",0.254
"129","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Boda",0.244
"130","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Amada_Gaza",0.327
"131","wash_22_wash_reponse_1","cash_recipient_eau","total","total","admin_2","Bayanga",0.265
"132","wash_22_wash_reponse_1","prov_infra_eau","total","total","admin_2","Bogangolo",0.188
"133","mssc_2_source_rev_1","agric","total","total","admin_2","Ndele",0.273
"134","mssc_2_source_rev_1","agric","total","total","admin_2","Bouca",0.458
"135","mssc_2_source_rev_1","agric","total","total","admin_2","Alindao",0.304
"136","mssc_2_source_rev_1","agric","total","total","admin_2","Birao",0.347
"137","mssc_2_source_rev_1","petit_commerce","total","total","admin_2","Bangui",0.308
"138","mssc_2_source_rev_1","agric","total","total","admin_2","Mobaye",0.317
"139","mssc_2_source_rev_1","agric","total","total","admin_2","Bambari",0.305
"140","mssc_2_source_rev_1","agric","total","total","admin_2","Bouar",0.333
"141","mssc_2_source_rev_1","agric","total","total","admin_2","Bocaranga",0.378
"142","mssc_2_source_rev_1","agric","total","total","admin_2","Bossangoa",0.33
"143","mssc_2_source_rev_1","agric","total","total","admin_2","Kaga_Bandoro",0.221
"144","mssc_2_source_rev_1","agric","total","total","admin_2","Koui",0.28
"145","mssc_2_source_rev_1","agric","total","total","admin_2","Bakala",0.448
"146","mssc_2_source_rev_1","agric","total","total","admin_2","Bangassou",0.353
"147","mssc_2_source_rev_1","agric","total","total","admin_2","Nana_Bakassa",0.481
"148","mssc_2_source_rev_1","agric","total","total","admin_2","Rafai",0.381
"149","mssc_2_source_rev_1","agric","total","total","admin_2","Ngaoundaye",0.379
"150","mssc_2_source_rev_1","agric","total","total","admin_2","Ippy",0.392
"151","mssc_2_source_rev_1","agric","total","total","admin_2","Berberati",0.349
"152","mssc_2_source_rev_1","agric","total","total","admin_2","Mbres",0.411
"153","mssc_2_source_rev_1","petit_commerce","total","total","admin_2","Bimbo",0.293
"154","mssc_2_source_rev_1","agric","total","total","admin_2","Grimari",0.469
"155","mssc_2_source_rev_1","agric","total","total","admin_2","Sibut",0.38
"156","mssc_2_source_rev_1","agric","total","total","admin_2","Ndjoukou",0.381
"157","mssc_2_source_rev_1","agric","total","total","admin_2","Baboua",0.394
"158","mssc_2_source_rev_1","agric","total","total","admin_2","Abba",0.356
"159","mssc_2_source_rev_1","petit_commerce","total","total","admin_2","Obo",0.256
"160","mssc_2_source_rev_1","jtt_agric","total","total","admin_2","Kabo",0.221
"161","mssc_2_source_rev_1","agric","total","total","admin_2","Kouango",0.354
"162","mssc_2_source_rev_1","agric","total","total","admin_2","Ouango",0.364
"163","mssc_2_source_rev_1","agric","total","total","admin_2","Gambo",0.287
"164","mssc_2_source_rev_1","agric","total","total","admin_2","Nangha_Boguila",0.47
"165","mssc_2_source_rev_1","agric","total","total","admin_2","Damara",0.37
"166","mssc_2_source_rev_1","agric","total","total","admin_2","Bozoum",0.35
"167","mssc_2_source_rev_1","agric","total","total","admin_2","Bossemtele",0.346
"168","mssc_2_source_rev_1","agric","total","total","admin_2","Paoua",0.385
"169","mssc_2_source_rev_1","agric","total","total","admin_2","Dekoa",0.413
"170","mssc_2_source_rev_1","agric","total","total","admin_2","Mala",0.43
"171","mssc_2_source_rev_1","petit_commerce","total","total","admin_2","Bria",0.23
"172","mssc_2_source_rev_1","agric","total","total","admin_2","Bakouma",0.275
"173","mssc_2_source_rev_1","agric","total","total","admin_2","Boali",0.359
"174","mssc_2_source_rev_1","agric","total","total","admin_2","Bamingui",0.406
"175","mssc_2_source_rev_1","agric","total","total","admin_2","Baoro",0.379
"176","mssc_2_source_rev_1","agric","total","total","admin_2","Mbaiki",0.375
"177","mssc_2_source_rev_1","agric","total","total","admin_2","Zangba",0.388
"178","mssc_2_source_rev_1","agric","total","total","admin_2","Zemio",0.25
"179","mssc_2_source_rev_1","petit_commerce","total","total","admin_2","Batangafo",0.281
"180","mssc_2_source_rev_1","agric","total","total","admin_2","Yaloke",0.313
"181","mssc_2_source_rev_1","agric","total","total","admin_2","Bossembele",0.388
"182","mssc_2_source_rev_1","agric","total","total","admin_2","Carnot",0.25
"183","mssc_2_source_rev_1","agric","total","total","admin_2","Gadzi",0.375
"184","mssc_2_source_rev_1","agric","total","total","admin_2","Gamboula",0.374
"185","mssc_2_source_rev_1","agric","total","total","admin_2","Bambio",0.316
"186","mssc_2_source_rev_1","agric","total","total","admin_2","Boganda",0.391
"187","mssc_2_source_rev_1","agric","total","total","admin_2","Kembe",0.341
"188","mssc_2_source_rev_1","agric","total","total","admin_2","Satema",0.372
"189","mssc_2_source_rev_1","agric","total","total","admin_2","Markounda",0.53
"190","mssc_2_source_rev_1","agric","total","total","admin_2","Mongoumba",0.35
"191","mssc_2_source_rev_1","agric","total","total","admin_2","Dede_Mokouba",0.364
"192","mssc_2_source_rev_1","agric","total","total","admin_2","Sosso_Nakombo",0.348
"193","mssc_2_source_rev_1","agric","total","total","admin_2","Nola",0.4
"194","mssc_2_source_rev_1","agric","total","total","admin_2","Boganangone",0.42
"195","mssc_2_source_rev_1","agric","total","total","admin_2","Boda",0.291
"196","mssc_2_source_rev_1","agric","total","total","admin_2","Amada_Gaza",0.321
"197","mssc_2_source_rev_1","agric","total","total","admin_2","Bayanga",0.375
"198","mssc_2_source_rev_1","agric","total","total","admin_2","Bogangolo",0.407
"199","wash_9_insuff_raisons_1","route_non_access","total","total","admin_2","Ndele",0.275
"200","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Bouca",0.324
"201","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Alindao",0.411
"202","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Birao",0.295
"203","wash_9_insuff_raisons_1","attente_longue","total","total","admin_2","Bangui",0.238
"204","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Mobaye",0.373
"205","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Bambari",0.303
"206","wash_9_insuff_raisons_1","attente_longue","total","total","admin_2","Bouar",0.311
"207","wash_9_insuff_raisons_1","distance","total","total","admin_2","Bocaranga",0.274
"208","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Bossangoa",0.273
"209","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Kaga_Bandoro",0.277
"210","wash_9_insuff_raisons_1","distance","total","total","admin_2","Koui",0.258
"211","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Bakala",0.38
"212","wash_9_insuff_raisons_1","distance","total","total","admin_2","Bangassou",0.259
"213","wash_9_insuff_raisons_1","distance","total","total","admin_2","Nana_Bakassa",0.282
"214","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Rafai",0.275
"215","wash_9_insuff_raisons_1","distance","total","total","admin_2","Ngaoundaye",0.24
"216","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Ippy",0.374
"217","wash_9_insuff_raisons_1","distance","total","total","admin_2","Berberati",0.208
"218","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Mbres",0.398
"219","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Bimbo",0.29
"220","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Grimari",0.371
"221","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Sibut",0.34
"222","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Ndjoukou",0.24
"223","wash_9_insuff_raisons_1","attente_longue","total","total","admin_2","Baboua",0.188
"224","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Abba",0.253
"225","wash_9_insuff_raisons_1","distance","total","total","admin_2","Obo",0.298
"226","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Kabo",0.44
"227","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Kouango",0.352
"228","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Ouango",0.247
"229","wash_9_insuff_raisons_1","attente_longue","total","total","admin_2","Gambo",0.25
"230","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Nangha_Boguila",0.312
"231","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Damara",0.32
"232","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Bozoum",0.249
"233","wash_9_insuff_raisons_1","attente_longue","total","total","admin_2","Bossemtele",0.214
"234","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Paoua",0.321
"235","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Dekoa",0.39
"236","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Mala",0.291
"237","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Bria",0.22
"238","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Bakouma",0.371
"239","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Boali",0.289
"240","wash_9_insuff_raisons_1","distance","total","total","admin_2","Bamingui",0.253
"241","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Baoro",0.303
"242","wash_9_insuff_raisons_1","attente_longue","total","total","admin_2","Mbaiki",0.226
"243","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Zangba",0.444
"244","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Zemio",0.249
"245","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Batangafo",0.332
"246","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Yaloke",0.3
"247","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Bossembele",0.311
"248","wash_9_insuff_raisons_1","distance","total","total","admin_2","Carnot",0.27
"249","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Gadzi",0.338
"250","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Gamboula",0.365
"251","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Bambio",0.241
"252","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Boganda",0.305
"253","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Kembe",0.312
"254","wash_9_insuff_raisons_1","distance","total","total","admin_2","Satema",0.377
"255","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Markounda",0.289
"256","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Mongoumba",0.237
"257","wash_9_insuff_raisons_1","distance","total","total","admin_2","Dede_Mokouba",0.208
"258","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Sosso_Nakombo",0.243
"259","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Nola",0.229
"260","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Boganangone",0.329
"261","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Boda",0.227
"262","wash_9_insuff_raisons_1","distance","total","total","admin_2","Amada_Gaza",0.222
"263","wash_9_insuff_raisons_1","manque_recip","total","total","admin_2","Bayanga",0.354
"264","wash_9_insuff_raisons_1","attente_longue","total","total","admin_2","Bogangolo",0.22
"265","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Ndele",0.219
"266","nfi_7_assistance_1","provision_materiel","total","total","admin_2","Bouca",0.253
"267","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Alindao",0.254
"268","nfi_7_assistance_1","provision_materiel","total","total","admin_2","Birao",0.232
"269","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Bangui",0.196
"270","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Mobaye",0.27
"271","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Bambari",0.204
"272","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Bouar",0.21
"273","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Bocaranga",0.197
"274","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Bossangoa",0.269
"275","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Kaga_Bandoro",0.227
"276","nfi_7_assistance_1","provision_abri","total","total","admin_2","Koui",0.227
"277","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Bakala",0.236
"278","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Bangassou",0.343
"279","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Nana_Bakassa",0.231
"280","nfi_7_assistance_1","provision_abri","total","total","admin_2","Rafai",0.231
"281","nfi_7_assistance_1","provision_abri","total","total","admin_2","Ngaoundaye",0.281
"282","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Ippy",0.241
"283","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Berberati",0.219
"284","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Mbres",0.32
"285","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Bimbo",0.314
"286","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Grimari",0.351
"287","nfi_7_assistance_1","provision_materiel","total","total","admin_2","Sibut",0.196
"288","nfi_7_assistance_1","provision_abri","total","total","admin_2","Ndjoukou",0.217
"289","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Baboua",0.245
"290","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Abba",0.198
"291","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Obo",0.237
"292","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Kabo",0.308
"293","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Kouango",0.302
"294","nfi_7_assistance_1","provision_materiel","total","total","admin_2","Ouango",0.209
"295","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Gambo",0.22
"296","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Nangha_Boguila",0.262
"297","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Damara",0.236
"298","nfi_7_assistance_1","provision_abri","total","total","admin_2","Bozoum",0.283
"299","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Bossemtele",0.209
"300","nfi_7_assistance_1","provision_abri","total","total","admin_2","Paoua",0.211
"301","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Dekoa",0.185
"302","nfi_7_assistance_1","provision_abri","total","total","admin_2","Mala",0.275
"303","nfi_7_assistance_1","provision_abri","total","total","admin_2","Bria",0.203
"304","nfi_7_assistance_1","provision_abri","total","total","admin_2","Bakouma",0.281
"305","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Boali",0.201
"306","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Bamingui",0.26
"307","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Baoro",0.256
"308","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Mbaiki",0.244
"309","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Zangba",0.297
"310","nfi_7_assistance_1","aide_securite","total","total","admin_2","Zemio",0.19
"311","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Batangafo",0.204
"312","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Yaloke",0.217
"313","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Bossembele",0.303
"314","nfi_7_assistance_1","provision_nfi_essentiels","total","total","admin_2","Carnot",0.234
"315","nfi_7_assistance_1","provision_abri","total","total","admin_2","Gadzi",0.218
"316","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Gamboula",0.223
"317","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Bambio",0.193
"318","nfi_7_assistance_1","provision_abri","total","total","admin_2","Boganda",0.226
"319","nfi_7_assistance_1","provision_abri","total","total","admin_2","Kembe",0.274
"320","nfi_7_assistance_1","provision_abri","total","total","admin_2","Satema",0.327
"321","nfi_7_assistance_1","argent_nfi_essentiels","total","total","admin_2","Markounda",0.204
"322","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Mongoumba",0.205
"323","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Dede_Mokouba",0.28
"324","nfi_7_assistance_1","provision_abri","total","total","admin_2","Sosso_Nakombo",0.254
"325","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Nola",0.25
"326","nfi_7_assistance_1","provision_abri","total","total","admin_2","Boganangone",0.238
"327","nfi_7_assistance_1","provision_abri","total","total","admin_2","Boda",0.231
"328","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Amada_Gaza",0.372
"329","nfi_7_assistance_1","argent_materiel","total","total","admin_2","Bayanga",0.232
"330","nfi_7_assistance_1","aide_reparation_abris","total","total","admin_2","Bogangolo",0.242
"331","educ_6_reponse_1","cash_fournitures","total","total","admin_2","Ndele",0.259
"332","educ_6_reponse_1","cash_frais","total","total","admin_2","Bouca",0.26
"333","educ_6_reponse_1","cash_fournitures","total","total","admin_2","Alindao",0.232
"334","educ_6_reponse_1","cash_frais","total","total","admin_2","Birao",0.245
"335","educ_6_reponse_1","cash_frais","total","total","admin_2","Bangui",0.219
"336","educ_6_reponse_1","prov_fournitures","total","total","admin_2","Mobaye",0.299
