"","dependent.var","dependent.var.value","independent.var","independent.var.value","repeat.var","repeat.var.value","numbers"
"116","rep_souhaitee_1","secal","total","total","admin_1","Haut_Mbomou",0.342
"117","rep_souhaitee_1","secal","total","total","admin_1","Haute_Kotto",0.258
"118","rep_souhaitee_1","sante","total","total","admin_1","Lobaye",0.242
"119","rep_souhaitee_1","secal","total","total","admin_1","Sangha_Mbaere",0.302
"120","secal_13_reponse_1","cash_intrant_agri","total","total","admin_1","Bamingui_Bangoran",0.232
"121","secal_13_reponse_1","cash_nourrit","total","total","admin_1","Ouham",0.239
"122","secal_13_reponse_1","cash_intrant_agri","total","total","admin_1","Basse_Kotto",0.181
"123","secal_13_reponse_1","cash_nourrit","total","total","admin_1","Vakaga",0.291
"124","secal_13_reponse_1","cash_nourrit","total","total","admin_1","Bangui",0.203
"125","secal_13_reponse_1","cash_nourrit","total","total","admin_1","Ouaka",0.213
"126","secal_13_reponse_1","cash_nourrit","total","total","admin_1","Nana_Mambere",0.24
"127","secal_13_reponse_1","cash_intrant_agri","total","total","admin_1","Ouham_Pende",0.221
"128","secal_13_reponse_1","cash_intrant_agri","total","total","admin_1","Nana_Gribizi",0.291
"129","secal_13_reponse_1","cash_nourrit","total","total","admin_1","Mbomou",0.249
"130","secal_13_reponse_1","cash_nourrit","total","total","admin_1","Mambere_Kadei",0.28
"131","secal_13_reponse_1","cash_intrant_agri","total","total","admin_1","Ombella_MPoko",0.197
"132","secal_13_reponse_1","cash_nourrit","total","total","admin_1","Kemo",0.232
"133","secal_13_reponse_1","prov_nourrit","total","total","admin_1","Haut_Mbomou",0.216
"134","secal_13_reponse_1","cash_nourrit","total","total","admin_1","Haute_Kotto",0.237
"135","secal_13_reponse_1","cash_nourrit","total","total","admin_1","Lobaye",0.221
"136","secal_13_reponse_1","cash_nourrit","total","total","admin_1","Sangha_Mbaere",0.242
"137","sante_7_reponse_1","cash_frais_med","total","total","admin_1","Bamingui_Bangoran",0.177
"138","sante_7_reponse_1","cash_frais_med","total","total","admin_1","Ouham",0.162
"139","sante_7_reponse_1","prov_medicament","total","total","admin_1","Basse_Kotto",0.242
"140","sante_7_reponse_1","prov_medicament","total","total","admin_1","Vakaga",0.256
"141","sante_7_reponse_1","prov_medicament","total","total","admin_1","Bangui",0.173
"142","sante_7_reponse_1","prov_medicament","total","total","admin_1","Ouaka",0.249
"143","sante_7_reponse_1","prov_medicament","total","total","admin_1","Nana_Mambere",0.244
"144","sante_7_reponse_1","prov_medicament","total","total","admin_1","Ouham_Pende",0.201
"145","sante_7_reponse_1","cash_frais_med","total","total","admin_1","Nana_Gribizi",0.229
"146","sante_7_reponse_1","cash_frais_med","total","total","admin_1","Mbomou",0.235
"147","sante_7_reponse_1","cash_frais_med","total","total","admin_1","Mambere_Kadei",0.277
"148","sante_7_reponse_1","prov_medicament","total","total","admin_1","Ombella_MPoko",0.206
"149","sante_7_reponse_1","cash_frais_med","total","total","admin_1","Kemo",0.162
"150","sante_7_reponse_1","prov_medicament","total","total","admin_1","Haut_Mbomou",0.263
"151","sante_7_reponse_1","prov_medicament","total","total","admin_1","Haute_Kotto",0.18
"152","sante_7_reponse_1","prov_medicament","total","total","admin_1","Lobaye",0.193
"153","sante_7_reponse_1","prov_medicament","total","total","admin_1","Sangha_Mbaere",0.185
"154","wash_15_insuff_raisons_1","quantite_insuff","total","total","admin_1","Bamingui_Bangoran",0.285
"155","wash_15_insuff_raisons_1","quantite_insuff","total","total","admin_1","Ouham",0.31
"156","wash_15_insuff_raisons_1","quantite_insuff","total","total","admin_1","Basse_Kotto",0.227
"157","wash_15_insuff_raisons_1","hygiene_insuff","total","total","admin_1","Vakaga",0.232
"158","wash_15_insuff_raisons_1","hygiene_insuff","total","total","admin_1","Bangui",0.26
"159","wash_15_insuff_raisons_1","quantite_insuff","total","total","admin_1","Ouaka",0.229
"160","wash_15_insuff_raisons_1","quantite_insuff","total","total","admin_1","Nana_Mambere",0.227
"161","wash_15_insuff_raisons_1","quantite_insuff","total","total","admin_1","Ouham_Pende",0.285
"162","wash_15_insuff_raisons_1","quantite_insuff","total","total","admin_1","Nana_Gribizi",0.266
"163","wash_15_insuff_raisons_1","quantite_insuff","total","total","admin_1","Mbomou",0.282
"164","wash_15_insuff_raisons_1","hygiene_insuff","total","total","admin_1","Mambere_Kadei",0.249
"165","wash_15_insuff_raisons_1","hygiene_insuff","total","total","admin_1","Ombella_MPoko",0.266
"166","wash_15_insuff_raisons_1","quantite_insuff","total","total","admin_1","Kemo",0.239
"167","wash_15_insuff_raisons_1","quantite_insuff","total","total","admin_1","Haut_Mbomou",0.273
"168","wash_15_insuff_raisons_1","quantite_insuff","total","total","admin_1","Haute_Kotto",0.295
"169","wash_15_insuff_raisons_1","hygiene_insuff","total","total","admin_1","Lobaye",0.249
"170","wash_15_insuff_raisons_1","hygiene_insuff","total","total","admin_1","Sangha_Mbaere",0.269
"171","wash_21_wash_inquiet_1","eau","total","total","admin_1","Bamingui_Bangoran",0.353
"172","wash_21_wash_inquiet_1","eau","total","total","admin_1","Ouham",0.348
"173","wash_21_wash_inquiet_1","eau","total","total","admin_1","Basse_Kotto",0.322
"174","wash_21_wash_inquiet_1","eau","total","total","admin_1","Vakaga",0.293
"175","wash_21_wash_inquiet_1","eau","total","total","admin_1","Bangui",0.359
"176","wash_21_wash_inquiet_1","eau","total","total","admin_1","Ouaka",0.367
"177","wash_21_wash_inquiet_1","eau","total","total","admin_1","Nana_Mambere",0.358
"178","wash_21_wash_inquiet_1","eau","total","total","admin_1","Ouham_Pende",0.352
"179","wash_21_wash_inquiet_1","sanitaire","total","total","admin_1","Nana_Gribizi",0.291
"180","wash_21_wash_inquiet_1","eau","total","total","admin_1","Mbomou",0.367
"181","wash_21_wash_inquiet_1","eau","total","total","admin_1","Mambere_Kadei",0.339
"182","wash_21_wash_inquiet_1","eau","total","total","admin_1","Ombella_MPoko",0.352
"183","wash_21_wash_inquiet_1","eau","total","total","admin_1","Kemo",0.346
"184","wash_21_wash_inquiet_1","eau","total","total","admin_1","Haut_Mbomou",0.38
"185","wash_21_wash_inquiet_1","eau","total","total","admin_1","Haute_Kotto",0.315
"186","wash_21_wash_inquiet_1","eau","total","total","admin_1","Lobaye",0.321
"187","wash_21_wash_inquiet_1","eau","total","total","admin_1","Sangha_Mbaere",0.303
"188","educ_5_ecole_acces_2","financier","total","total","admin_1","Bamingui_Bangoran",0.166
"189","educ_5_ecole_acces_2","autre","total","total","admin_1","Ouham",0.117
"190","educ_5_ecole_acces_2","non_fonct","total","total","admin_1","Basse_Kotto",0.118
"191","educ_5_ecole_acces_2","manque_staff","total","total","admin_1","Vakaga",0.161
"192","educ_5_ecole_acces_2","aucune","total","total","admin_1","Bangui",0.204
"193","educ_5_ecole_acces_2","logistique","total","total","admin_1","Ouaka",0.127
"194","educ_5_ecole_acces_2","aucune","total","total","admin_1","Nana_Mambere",0.176
"195","educ_5_ecole_acces_2","logistique","total","total","admin_1","Ouham_Pende",0.113
"196","educ_5_ecole_acces_2","acces_dangereux","total","total","admin_1","Nana_Gribizi",0.137
"197","educ_5_ecole_acces_2","logistique","total","total","admin_1","Mbomou",0.153
"198","educ_5_ecole_acces_2","manque_staff","total","total","admin_1","Mambere_Kadei",0.133
"199","educ_5_ecole_acces_2","autre","total","total","admin_1","Ombella_MPoko",0.19
"200","educ_5_ecole_acces_2","manque_staff","total","total","admin_1","Kemo",0.133
"201","educ_5_ecole_acces_2","autre","total","total","admin_1","Haut_Mbomou",0.18
"202","educ_5_ecole_acces_2","aucune","total","total","admin_1","Haute_Kotto",0.158
"203","educ_5_ecole_acces_2","autre","total","total","admin_1","Lobaye",0.124
"204","educ_5_ecole_acces_2","autre","total","total","admin_1","Sangha_Mbaere",0.165
"205","wash_22_wash_reponse_2","cash_hygiene","total","total","admin_1","Bamingui_Bangoran",0.214
"206","wash_22_wash_reponse_2","cash_infra","total","total","admin_1","Ouham",0.18
"207","wash_22_wash_reponse_2","cash_recipient_eau","total","total","admin_1","Basse_Kotto",0.172
"208","wash_22_wash_reponse_2","prov_infra_eau","total","total","admin_1","Vakaga",0.185
"209","wash_22_wash_reponse_2","cash_infra","total","total","admin_1","Bangui",0.147
"210","wash_22_wash_reponse_2","prov_infra_eau","total","total","admin_1","Ouaka",0.177
"211","wash_22_wash_reponse_2","cash_hygiene","total","total","admin_1","Nana_Mambere",0.185
"212","wash_22_wash_reponse_2","cash_recipient_eau","total","total","admin_1","Ouham_Pende",0.192
"213","wash_22_wash_reponse_2","cash_hygiene","total","total","admin_1","Nana_Gribizi",0.279
"214","wash_22_wash_reponse_2","cash_infra","total","total","admin_1","Mbomou",0.212
"215","wash_22_wash_reponse_2","cash_infra","total","total","admin_1","Mambere_Kadei",0.191
"216","wash_22_wash_reponse_2","prov_infra_eau","total","total","admin_1","Ombella_MPoko",0.158
"217","wash_22_wash_reponse_2","cash_infra","total","total","admin_1","Kemo",0.162
"218","wash_22_wash_reponse_2","prov_hygiene","total","total","admin_1","Haut_Mbomou",0.14
"219","wash_22_wash_reponse_2","cash_hygiene","total","total","admin_1","Haute_Kotto",0.174
"220","wash_22_wash_reponse_2","cash_infra","total","total","admin_1","Lobaye",0.184
"221","wash_22_wash_reponse_2","cash_infra","total","total","admin_1","Sangha_Mbaere",0.225
"222","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Bamingui_Bangoran",0.209
"223","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Ouham",0.177
"224","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Basse_Kotto",0.174
"225","mssc_2_source_rev_2","jtt_non_agric","total","total","admin_1","Vakaga",0.117
"226","mssc_2_source_rev_2","nsp","total","total","admin_1","Bangui",0.207
"227","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Ouaka",0.212
"228","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Nana_Mambere",0.187
"229","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Ouham_Pende",0.177
"230","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Nana_Gribizi",0.212
"231","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Mbomou",0.218
"232","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Mambere_Kadei",0.19
"233","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Ombella_MPoko",0.263
"234","mssc_2_source_rev_2","pche","total","total","admin_1","Kemo",0.195
"235","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Haut_Mbomou",0.229
"236","mssc_2_source_rev_2","agric","total","total","admin_1","Haute_Kotto",0.186
"237","mssc_2_source_rev_2","petit_commerce","total","total","admin_1","Lobaye",0.228
"238","mssc_2_source_rev_2","pche","total","total","admin_1","Sangha_Mbaere",0.235
"239","wash_9_insuff_raisons_2","distance","total","total","admin_1","Bamingui_Bangoran",0.223
"240","wash_9_insuff_raisons_2","attente_longue","total","total","admin_1","Ouham",0.202
"241","wash_9_insuff_raisons_2","distance","total","total","admin_1","Basse_Kotto",0.147
"242","wash_9_insuff_raisons_2","attente_longue","total","total","admin_1","Vakaga",0.225
"243","wash_9_insuff_raisons_2","manque_recip","total","total","admin_1","Bangui",0.17
"244","wash_9_insuff_raisons_2","attente_longue","total","total","admin_1","Ouaka",0.127
"245","wash_9_insuff_raisons_2","manque_recip","total","total","admin_1","Nana_Mambere",0.235
"246","wash_9_insuff_raisons_2","distance","total","total","admin_1","Ouham_Pende",0.189
"247","wash_9_insuff_raisons_2","nsp","total","total","admin_1","Nana_Gribizi",0.203
"248","wash_9_insuff_raisons_2","distance","total","total","admin_1","Mbomou",0.197
"249","wash_9_insuff_raisons_2","manque_recip","total","total","admin_1","Mambere_Kadei",0.2
"250","wash_9_insuff_raisons_2","qualite_eau","total","total","admin_1","Ombella_MPoko",0.191
"251","wash_9_insuff_raisons_2","attente_longue","total","total","admin_1","Kemo",0.153
"252","wash_9_insuff_raisons_2","attente_longue","total","total","admin_1","Haut_Mbomou",0.184
"253","wash_9_insuff_raisons_2","distance","total","total","admin_1","Haute_Kotto",0.15
"254","wash_9_insuff_raisons_2","attente_longue","total","total","admin_1","Lobaye",0.191
"255","wash_9_insuff_raisons_2","distance","total","total","admin_1","Sangha_Mbaere",0.15
"256","nfi_7_assistance_2","argent_materiel","total","total","admin_1","Bamingui_Bangoran",0.191
"257","nfi_7_assistance_2","argent_materiel","total","total","admin_1","Ouham",0.184
"258","nfi_7_assistance_2","provision_abri","total","total","admin_1","Basse_Kotto",0.214
"259","nfi_7_assistance_2","argent_materiel","total","total","admin_1","Vakaga",0.182
"260","nfi_7_assistance_2","argent_materiel","total","total","admin_1","Bangui",0.153
"261","nfi_7_assistance_2","argent_nfi_essentiels","total","total","admin_1","Ouaka",0.157
"262","nfi_7_assistance_2","provision_nfi_essentiels","total","total","admin_1","Nana_Mambere",0.166
"263","nfi_7_assistance_2","provision_nfi_essentiels","total","total","admin_1","Ouham_Pende",0.171
"264","nfi_7_assistance_2","argent_materiel","total","total","admin_1","Nana_Gribizi",0.223
"265","nfi_7_assistance_2","argent_nfi_essentiels","total","total","admin_1","Mbomou",0.154
"266","nfi_7_assistance_2","provision_abri","total","total","admin_1","Mambere_Kadei",0.182
"267","nfi_7_assistance_2","argent_materiel","total","total","admin_1","Ombella_MPoko",0.253
"268","nfi_7_assistance_2","provision_materiel","total","total","admin_1","Kemo",0.184
"269","nfi_7_assistance_2","argent_materiel","total","total","admin_1","Haut_Mbomou",0.204
"270","nfi_7_assistance_2","argent_nfi_essentiels","total","total","admin_1","Haute_Kotto",0.182
"271","nfi_7_assistance_2","provision_abri","total","total","admin_1","Lobaye",0.157
"272","nfi_7_assistance_2","argent_nfi_essentiels","total","total","admin_1","Sangha_Mbaere",0.221
"273","educ_6_reponse_2","cash_fournitures","total","total","admin_1","Bamingui_Bangoran",0.218
"274","educ_6_reponse_2","cash_fournitures","total","total","admin_1","Ouham",0.201
"275","educ_6_reponse_2","cash_fournitures","total","total","admin_1","Basse_Kotto",0.153
"276","educ_6_reponse_2","cash_fournitures","total","total","admin_1","Vakaga",0.16
"277","educ_6_reponse_2","cash_fournitures","total","total","admin_1","Bangui",0.178
"278","educ_6_reponse_2","cash_fournitures","total","total","admin_1","Ouaka",0.165
"279","educ_6_reponse_2","prov_fournitures","total","total","admin_1","Nana_Mambere",0.213
"280","educ_6_reponse_2","prov_livres","total","total","admin_1","Ouham_Pende",0.148
"281","educ_6_reponse_2","cash_fournitures","total","total","admin_1","Nana_Gribizi",0.199
"282","educ_6_reponse_2","cash_fournitures","total","total","admin_1","Mbomou",0.175
"283","educ_6_reponse_2","cash_fournitures","total","total","admin_1","Mambere_Kadei",0.197
"284","educ_6_reponse_2","cash_fournitures","total","total","admin_1","Ombella_MPoko",0.188
"285","educ_6_reponse_2","cash_frais","total","total","admin_1","Kemo",0.16
"286","educ_6_reponse_2","cash_fournitures","total","total","admin_1","Haut_Mbomou",0.231
"287","educ_6_reponse_2","prov_fournitures","total","total","admin_1","Haute_Kotto",0.2
"288","educ_6_reponse_2","prov_fournitures","total","total","admin_1","Lobaye",0.165
"289","educ_6_reponse_2","cash_frais","total","total","admin_1","Sangha_Mbaere",0.248
"290","rep_souhaitee_2","wash","total","total","admin_1","Bamingui_Bangoran",0.228
"291","rep_souhaitee_2","wash","total","total","admin_1","Ouham",0.21
"292","rep_souhaitee_2","nfi","total","total","admin_1","Basse_Kotto",0.229
"293","rep_souhaitee_2","sante","total","total","admin_1","Vakaga",0.229
"294","rep_souhaitee_2","sante","total","total","admin_1","Bangui",0.248
"295","rep_souhaitee_2","sante","total","total","admin_1","Ouaka",0.213
"296","rep_souhaitee_2","wash","total","total","admin_1","Nana_Mambere",0.224
"297","rep_souhaitee_2","wash","total","total","admin_1","Ouham_Pende",0.229
"298","rep_souhaitee_2","wash","total","total","admin_1","Nana_Gribizi",0.207
"299","rep_souhaitee_2","wash","total","total","admin_1","Mbomou",0.237
"300","rep_souhaitee_2","sante","total","total","admin_1","Mambere_Kadei",0.233
"301","rep_souhaitee_2","secal","total","total","admin_1","Ombella_MPoko",0.262
"302","rep_souhaitee_2","wash","total","total","admin_1","Kemo",0.231
"303","rep_souhaitee_2","sante","total","total","admin_1","Haut_Mbomou",0.272
"304","rep_souhaitee_2","wash","total","total","admin_1","Haute_Kotto",0.207
"305","rep_souhaitee_2","wash","total","total","admin_1","Lobaye",0.236
"306","rep_souhaitee_2","sante","total","total","admin_1","Sangha_Mbaere",0.227
"307","secal_13_reponse_2","cash_nourrit","total","total","admin_1","Bamingui_Bangoran",0.221
"308","secal_13_reponse_2","cash_intrant_agri","total","total","admin_1","Ouham",0.228
"309","secal_13_reponse_2","cash_nourrit","total","total","admin_1","Basse_Kotto",0.17
"310","secal_13_reponse_2","cash_intrant_agri","total","total","admin_1","Vakaga",0.194
"311","secal_13_reponse_2","prov_nourrit","total","total","admin_1","Bangui",0.189
"312","secal_13_reponse_2","prov_nourrit","total","total","admin_1","Ouaka",0.174
"313","secal_13_reponse_2","cash_intrant_agri","total","total","admin_1","Nana_Mambere",0.192
"314","secal_13_reponse_2","cash_nourrit","total","total","admin_1","Ouham_Pende",0.159
"315","secal_13_reponse_2","cash_nourrit","total","total","admin_1","Nana_Gribizi",0.281
"316","secal_13_reponse_2","cash_nfi","total","total","admin_1","Mbomou",0.194
"317","secal_13_reponse_2","cash_intrant_agri","total","total","admin_1","Mambere_Kadei",0.214
"318","secal_13_reponse_2","cash_nourrit","total","total","admin_1","Ombella_MPoko",0.19
"319","secal_13_reponse_2","cash_intrant_agri","total","total","admin_1","Kemo",0.191
"320","secal_13_reponse_2","cash_intrant_agri","total","total","admin_1","Haut_Mbomou",0.176
"321","secal_13_reponse_2","cash_nfi","total","total","admin_1","Haute_Kotto",0.182
"322","secal_13_reponse_2","cash_nfi","total","total","admin_1","Lobaye",0.2
